user_name,personality ,I-E,S-N,T-F,J-P,captions,nb_emojis
alexatbetsy,enfp,0,0,0,0," |||Thankyou @tim_muddiman #art #myspace #lucky |||Double decker dog #sheloveshim #dogsofinstagram #luna #luke |||Me and my shadow.... landing back to Gatwick #shadow #airbus  #home |||Coffee o’clock 😂☕️ #Valletta #Malta #espressomartini |||Malta ❤️ #Valletta #malta |||Liquid picnic #Malta #Valletta #prosecco |||Birthday super moon #supermoon #happybirthdaytome |||#Malta #Valletta #feastofstpauls |||The feast of st Paul’s, Malta #malta #valletta #wheresmyshredder |||Double Birthday spa day #grandexcelsior #malta #tooearly |||A new rose arch for Betsy, to replace the disintegrated one from the past, finished in a day, imagine it painted turquoise again and with the climbing rose on each side ❤️ #betsycottage #workinprogress #home |||Look what I found @paddlechick_22  #crewlife #worldwide |||Cheerio Tenerife, you were a long but amazing day #feethurt #team #crewlife |||‘I got your back Luna, stick with me kiddo.....’ (all very well but space for MY legs would be nice?) #dogsofinstagram #luna #luke #family ❤️ |||Almost a house, very much a home #nofilter #betsycottage #home |||#Luna #Luke #dogsofinstagram |||Best buddy’s #luna #luke #dogsofinstagram |||Luna is not impressed with today’s houseguests. However, we are a third of a way towards having a ceiling between me and the living room 🎉🎊🎈💃 #serbianprincess #luna #dogsofinstagram |||Breakfast service sunrise, just as our customers are waking up from their turbulent snooze, just when I’m dreaming of my bed... I look out of the window to this view..... and I’m back in the game! home approaches ❤️ #crewlife #nofilter |||Thanks Punta Cana, it’s been a whirlwind but fun (when it didn’t rain...) not the place to come when watching your weight #allinclusive #crewlife |||The view from my office now the rain has stopped #firstworldproblems #crewlife |||Sun came out! Run to the beach! #puntacana #crewlife #carribean |||TSA approved #Luna #dogsofinstagram #dontgotoworkmumma #serbianprincess |||Have you ever seen a two headed Labrador? #comfort #dogsofinstagram #love |||Not gonna lie, I’m proud of this bunch of dough! Perfect accompaniment to the chunky leek and potato soup. #dinnergoalsachieved #homemade #bread |||It’s a home cooking cold and blustery day along with a musical kitchen workout! .... one is a hearty veg soup and the other is a batch of dog food.... can you tell which one is which? 😂😂😂❤️ #dogsofinstagram #luckydogs @claraamfo soup is safe, not sure about the other bits 😂😂😂 |||Posted @withregram • @movimento_arvoreando It’s that simple. Let’s give some love back to Mother Earth. 🌍💚🌱. —————————————————————— #givesomelove #planetearth #mothernature #forest #livingforest #savethebees #hugs_for_trees #moretreeslessassholes #extinctionrebellion #extinctionrebellionbrasil #globaldealfornature #gretathunberg #leonardodicaprio #earthalliance #wildfires #sosplaneta #savetheseas #seashepherd #vegancommunity #actnow #tellthetruth #naturezaperfeita #maisamor #veganforlife #biologia #fridaysforfuture |||It’s arrived! Thankyou @professorgreen  #iusedtoravebutnowi #ganggreen 💚 dogs are guarding it til I get back 💚 #lucky #dogsofinstagram |||Sorting out the spare room, and came across this, our “special book” another means of making the kids behave, so they could get a mention and a stamp in the special book! As you can see @emmawalkies tried to get control, but I managed to finish her with rule number six 😂😂😂 #memories #family #love @emmawalkies #donotpretendyoudidsomethinggood @sharedbyme |||I didn’t directly know the 4 British Airways crew involved in the fatal car accident at Heathrow, but as most of you who know me, know, the cabin crew family is a tight knit one, and we do, understandably look after our own.Bizarre to think that I’ve moaned about my Christmas standby and my early start on Boxing Day, bizarre to read of incidents where passengers haven’t had their first choice of meal, have been asked to locate the child seat they brought on board, in the window seat, not the middle seat and have slated their response to my colleagues with ‘you’re only a waitress’ (what I would have responded and could have responded would be two different versions I assure you) but cut to the chase, we have lost 3 of our flying family, who would, in their short careers, have been nurses, friends, safety nets, listening ears, and so much more to the customers who pass our lives by.... and who would love to be turning up for work today to those complaints compared to their fate.... they are still sisters, brothers, daughters, sons, aunties, uncles, boyfriends and girlfriends, the lives behind the job.... take a moment to think about how you talk to people on every level and in every vocation, and be happy for your day xxx",25
,,,,,,,
alternatekev,isfp,1,1,0,0,|||Sodium Lights@colormathmusic |||Sodium Lights@colormathmusic |||Sodium Lights@colormathmusic |||AKAI Stereo Cassette Deck Model HX-1...#vintageaudio #akai #cassetteculture |||AKAI Stereo Cassette Deck Model HX-1...#vintageaudio #akai #cassetteculture |||AKAI Stereo Cassette Deck Model HX-1...#vintageaudio #akai #cassetteculture,0
,,,,,,,
amaotou,isfj,1,1,0,1,|||3rd part. |||我的原创Tee第一季样衣终于到手。自己AI做设计稿，自己去柯桥挑了最好的面料，自己修改了无数次打版…拿到实物的那一刻觉得没白费[皱眉]，希望你们也会喜欢。#LastOrder# |||#tatsuyatanaka #miniaturelifeexhibition |||❤️ |||Which way is RIGHT… |||第一次纹身。 |||我问老阿姐痛吗，她说不痛不痛，现在我只能假装微笑🙂 |||想换眼镜👓 |||食庐…一般般… |||据说是网红店，招牌都很一般，点心大部分在水准以下，唯一点赞的是卤水猪脚。这餐饭最满意的是我自己拍的这张照片… |||镜头低一点点就是一排人头。 |||腿长一米六。 |||今天头又往后缩了一点( ˙˘˙ ) |||这姿势头比原来小了30%，准备长期使用… |||决定去打耳洞… |||🍦 |||聋了😔,5
,,,,,,,
andradamosutan,esfp,0,1,0,0,|||#london #mayfairlondon #february #mood #instagood |||#mood #insta #party #summer #inkedgirls |||#home #noir #black #mood #insta #inkedgirls #holynoir |||#bubbles #summer #inkedgirls #pool #watercolor #mood #insta |||#inkedgirls #romanian # summer #insta #mood #sea #pic |||#inkedgirls #romanian # summer #insta #mood #sea #pic |||#lostintransition #inkedgirls #sea #sun #vamaveche #hikes |||#insta #snaps #snapshoot #inkedgirls |||#inkedgirls #summer #mamaia #hastag #toomuchsun #blacksea #summerisover |||#feelingjustalittleblue #neversea #summer #bluelight |||and at least for a while we all shall live by the pirate code |||In the wast-land era |||#iwishitwasnovember #pantalonidevin #ilovezippers |||#winter #fun #dolcefarniente |||#home #lovemyfather #christmas # father |||#valeadraganului #home #father #iwishitwasoctomber #autumn #trees #imisshome |||#mamaia |||#hotelvega#mamaia |||#gunbag #vliegervandam my new bag:) |||#taormina #sicilia #sicily #dolcefarniente,0
,,,,,,,
andydavis,enfp,0,0,0,0," |||Finished restoration on this vintage Kai Kristiansen teak chest of drawers today. Pretty proud of how this one turned out. It was in pretty rough shape and was a LOT of work. It had been invaded by furniture beetles at some point in its past (gone now), and they left a mess of tiny holes behind. I forgot to take proper before photos, but you can swipe to see a few pics after the first epoxy patches were applied. |||My family outdid themselves again this year! All handmade, all amazing, all the love ❤️ |||My assistant laying down on the job again. He probably wouldn’t be very good with a paint brush anyhow. |||Entryway update: Railing is up! We love it. It looks super clean and install was straight-forward. If you’re in the market for a new railing definitely give @kraftsteelworks a look!  Swipe to the last photo to see the old railing that a) wasn’t even attached, b) didn’t fit the space, c) weighed at least 500 lbs. |||@lisadavis and I just *barely* finished rebuilding our front entry as the sun was setting. Ended up being WAY more work than we anticipated (as usual). Swipe right for a few before/progress shots. I will never understand why they built that weird ramp over the concrete ¯\_(ツ)_/¯ New railing coming from @kraftsteelworks |||Just so happens to also be Modernism Week in Denver as well. So glad we were able to catch this fun and inspiring exhibit! |||Well, that was amazing. |||Solid post walk snooze |||Ghost is still trying to figure out how he feels about snow. I completely understand. |||If only he would entertain himself like this more often 😜 |||Already mastered the art of finding the best sunbeam for a nap. |||Handmade Christmas 2018! Dad made Lisa a jewelry box that looks like an old leather bound book, made me a dimensional carving of a Michael Jordan basketball card, mom made us a beautiful picnic blanket (and a bunch of delicious goodies), Krystal made us adorable tea light holders, Adam made me homemade brisket rub, and made Lisa homemade mustard. Emma painted us some adorable rocks and Ezra painted us a wreath. Lisa made me a custom walnut incense holder and I made her a little walnut monster sculpture (which she has named Melvin). My family is incredible. ❤️ |||We added a new member to the pack today ❤️ |||Thanks for the love @modernhousenumbers: 🧡! midmod weekend vibes in minnesota! we love this warm welcome and this color combo! thanks andy! #welikeyourstyle..palm springs, black powder coat finish ..👉 don’t forget! FREE SHIPPING in the US with code USHOORAY. Value up to $100. ...#midmod#style#curbappeal#homedecor#minnesota#housenumbers#exteriordecor#doorsofinstagram#midcenturymodern#wehavethebestcustomers#modernhousenumbers |||Celebrating 18 years of marriage (I know, right!?) with this amazing woman. She’s adventurous, hilarious, curious, kind and beautiful. She keeps me feeling young even after all these years. The best is yet to come! |||Pretty magnificent sunset. Lisa was really soaking it all in. |||Storms and wind finally calmed down and we were able to get out and explore a bit. The fall colors were stunning. Even ran into a local cave woman! |||Skies are super moody over Superior. Wind is blowing like crazy. Coffee in hand, A Lanky Swede is playing throughout the house. My favorite human is here with me. Feeling thankful for some peace and relaxation. |||Brought this sexy number home tonight. I completely refinished the frame earlier this summer and just got all new custom upholstery thanks to @kl_upholstery |||Totally normal night by the fire pit. #deerinthebackground |||Enjoyed a round of disc golf with my nephew, who’s clearly going to out play me by this time next year. |||So I solved this “secret” riddle that was hidden in the source code of the @trolli_usa Deadpool 2 website about a month ago. Today this package shows up. Amazing. Talk about staying on brand! #deadpool #trolli |||Random backyard thrifty pickup in Keokuk 💪🏼 #spottedinajunkheap |||Just finished up the custom walnut bypass door build and install. This covers the electrical panel and a small storage area. I’m slightly more pleased with this than the previous solution (swipe right) 😊 |||Recently refinished this Hooker Mainline desk and finally got it all setup tonight. Completely stripped, sanded, stained and applied fresh lacquer. Also had to completely replace the bottom stretcher and fix some poorly executed previous repairs. Not perfect, but it’s now got a whole new lease on life! |||Hen and chicks about to go crazy with blooms! |||Summer nights like this are the best. |||Had a couple of pretty cute visitors drop by and hang out in the hammock today! |||Freshly painted exterior it’s just so fresh, so clean (so fresh and so clean clean). |||The house exterior is nearly finished being painted (photos of that later), but before the painting started I had to fix this beam that had rotted from many years of neglect. I was able to repair, rebuild and reshape the rotted areas using WoodEpox from @abatroninc and I can’t recommend this product highly enough. Swipe to see a backwards progression of what we started with!",9
,,,,,,,
andyhoek,entj,0,0,1,1," |||Iemand is niet blij dat de lokale pinautomaat is verwijderd.. |||Zo kan het natuurlijk ook :-) |||Zo, tijd voor lunch.. |||Oh ja, dit was de maaltijd gisteren. Erg smakelijk :-) |||Old Fashioned, want je bent marketeer of niet dan? |||Fijn dagje vandaag :-) |||G&T time! |||HEALTH vanavond in Ekko :-) |||En vandaag zijn we verhuisd naar ons nieuwe kantoor in Amsterdam #bannerwise |||Amsterdam Behavioural Science Network meetup. |||Even een biefstukje weghappen. |||Maar waarom bestaat dit?! |||Werkzaamheden aan het spoor, dus dan dit.. |||Zo verleidelijk dit.. |||Gezonde lunch op kantoor! #Bannerwise |||Even bijpraten over optimaliseren vanmiddag :-) |||Festivalletje met collega’s :-) |||Het grote sangria feest! |||Domibo! |||Bijna thuis, en in wat een mooie straat woon ik toch :-) |||Ik moest lachen :-) |||Vis eten met het Bannerwise team! |||Vis à Vis bij Ruud’s Haring, ik reken het goed! |||Leesvoer voor vanmiddag #snapchat |||Dus dat wordt dan zoiets :-) #sate |||Saté aan het maken! |||Voor de verandering zelf suflaki gemaakt. |||Wat is dit voor ding? Staat bij het Malieveld in Den Haag. |||Even een bezoekje brengen aan IBM voor Think Local #think2018 |||Kleinste lift ooit!",0
,,,,,,,
annemariezwet,esfp,0,1,0,0," |||My Valentine 🥰 #nofilter #vintagecamera #aftersurf @surfguidealgarve |||The ‘once a year lucky shot’ by @surfguidealgarve. What a fun morning with perfect Annemarie-waves and awesome guest :) #surf #nazare 😂 |||Yesssssss what a great day thank you @surfguidealgarve for this present and @kadddiee for joining me. And of course @qpa_riding_centre for their lovely horses and great guide! What a country we live in... #amazeballs #gimmemore |||TBT. Christmas in NL |||Sunny winter days with quick beach visits after work. May they stay forever. #piripiri #howwewinter @surfguidealgarve |||Rewritten this little text 100 times already.  Whatever I write ends up sickeningly cheesy. Maybe it’s because I’m just feeling on top of the world right now. So.2019: you were awesome, 2020: just keep it coming please. #nomoretowishfor #ivegotthis @surfguidealgarve |||Just ❤️ #familytime |||Know your clientèle... #notmycupoftea #luz #praiadaluz #englishwelcome |||My parents celebrated 40 years of marriage this summer. Isn’t that amazing? They are a true example to me and I realize often how lucky I am to have grown up in such a stable family. We celebrated in style 🎩👗#family #celebrationoflove #picturetime 📸 by @josinecastelein |||Omg I’m dying. Thank you grande @massimopardiniphotography for this perfect picture of him which captures so much. 😍😍😍😍 #iloveyou #somuch @surfguidealgarve |||Ballet is everywhere! Practicing my plie’s on slippery rocks :) @ingridaballet #balletpose #adultballet #almost #practicemakesperfect |||Now on surfersmag.de |||Another week, another beat. This choreo by @sarah_akosua_donkor made me soooo happy!!! (And a bit dizzy haha)  at: @mixd_flava_urban_dance_school | music by: King Combs |||The only way @surfguidealgarve ‘s life could get any better, is when he doesn’t have to drive his clients himself. So we’re training new staff. Wha’d’ya think? #surfguide #algarve #lagos #guidedogs #eyesontheroad |||Yassssss so stoked! Look at us being all girl gang up here 💥💥 @mixd_flava_urban_dance_school chorea by @sarah_akosua_donkor #urbandance #lagosportugal #stoked #mywednesdaynights #boyswelcometoo |||Men happy, me happy #waterman #kitesurf #frisbeedog #wetwetwet @surfguidealgarve |||The Dutchlands in snaps. Another amazing family visit with a fairytale wedding to top it off #holland with @surfguidealgarve #motherland #wedding #sailing #somuchlove #byenow |||I almost forgot how fun this is! Like riding a bike |||Happy to have someone who takes me on adventures, cooks me amazing meals and picks me pretty flowers every day. I love you @surfguidealgarve ❤️❤️❤️ #mine |||It takes 2 hours of beach frisbee for this ball of furry fury to become a lapdog ❤️ #piripiri #goodwaytostarttheday #beachdays #summerishere with @surfguidealgarve |||Loving the NL but missing these two! (One perhaps a bit more than the other) ❤️❤️ pic by @tatianaalisova #mymen #filter #beachdays #almostbackhome |||Daytripping |||🎶 You’re like a big wave, coming on strong 🎶 thanks to my love for this fantastic brainfart on Thursday morning @surfguidealgarve #nazare #peniche #weekendtrip #lastminute #romantic #opvakantieineigenland #tookuslongenough |||Training for the Pirilympics #flyawaywithme #indiansummer #beachdays #skills |||As usual, I didn’t take any pictures yesterday. So you’ll have to make to with this cute Polaroid. Thanks everyone for coming! #anotheryearofwisdom #perfectevening #spoiled |||All I want #christmas #familytime #love #bertandernie 🥰 |||Not sure if I’m ready for NL #byebyesun #herewegoagain #hellofamily #christmas |||Thank you thank you thank you @celielucienne @oydinmei  #photography #makemepretty #everydaywiththisone -@surfguidealgarve #mylove |||The light of my life #bigmoon #mylove #familydinner |||Look at us superstars!! 10k  and 40+ obstacles and loooooots of cowshit water with these awesome chicks. Thnx girls, we showed those Crossfitters what we’re made of 🏃🏼‍♀️🏋🏼‍♀️🏆💩 #eatshit #impossiblerun #lagos #lady #bosses",31
